農水	のうすい	nousui
美顔	びがん	bigann
息切れ	いきぎれ	ikigire
取り引き	とりひき	torihiki
取り立て	とりたて	toritate
下級	かきゅう	kakyuu
投薬	とうやく	touyaku
終る	おわる	owaru
持病	じびょう	jibyou
上面	うわつら|じょうめん	uwatsura|joumenn
直流	ちょくりゅう	chokuryuu
気流	きりゅう	kiryuu
手の平	てのひら	tenohira
物言い	ものいい	monoii
勝ち負け	かちまけ	kachimake
何物	なにもの	nanimono
深まり	ふかまり	fukamari
同族	どうぞく	douzoku
悲しむ	かなしむ	kanashimu
表皮	ひょうひ	hyouhi
飲用	いんよう	innyou
急登	きゅうとう	kyuutou
庭木	にわき	niwaki
取り合えず	とりあえず	toriaezu
転がる	ころがる	korogaru
羊毛	ようもう	youmou
次ぎ	つぎ	tsugi
名医	めいい	meii
湯葉	ゆば	yuba
大曲	たいきょく	taikyoku
名取	なとり	natori
朝礼	ちょうれい	chourei
世相	せそう	sesou
山岸	やまぎし	yamagishi
大乗	だいじょう	daijou
員数	いんずう	innzuu
予後	よご	yogo
写す	うつす	utsusu
死角	しかく	shikaku
一期一会	いちごいちえ	ichigoichie
安っぽい	やすっぽい	yasuppoi
対米	たいべい	taibei
反落	はんらく	hannraku
深度	しんど	shinndo
病死	びょうし	byoushi
湖面	こめん	komenn
上皮	うわかわ|じょうひ	uwakawa|jouhi
転身	てんしん	tennshinn
品名	ひんめい	hinnmei
子息	しそく	shisoku
命ずる	めいずる	meizuru
竹炭	ちくたん	chikutann
一役	ひとやく	hitoyaku
一助	いちじょ	ichijo
急所	きゅうしょ	kyuusho
配役	はいやく	haiyaku
入湯	にゅうとう	nyuutou
赤面	せきめん|あかづら	sekimenn|akadura
始業	しぎょう	shigyou
駅長	えきちょう	ekichou
荷台	にだい	nidai
食味	しょくみ	shokumi
面目	めんぼく|めんもく	mennboku|mennmoku
物語る	ものがたる	monogataru
寒波	かんぱ	kannpa
注記	ちゅうき	chuuki
守れる	まもれる	mamoreru
油田	ゆでん	yudenn
君子	くんし	kunnshi
色使い	いろづかい	irodukai
商い	あきない	akinai
知育	ちいく	chiiku
旅路	たびじ	tabiji
今昔	こんじゃく	konnjaku
深山	しんざん|みやま	shinnzann|miyama
化す	かす	kasu
助役	じょやく	joyaku
神子	みこ	miko
流木	りゅうぼく	ryuuboku
身軽	みがる	migaru
返る	かえる	kaeru
ひと味	ひとあじ	hitoaji
整列	せいれつ	seiretsu
和む	なごむ	nagomu
湖北	こほく	kohoku
五味	ごみ	gomi
手放す	てばなす	tebanasu
落花生	らっかせい	rakkasei
古式	こしき	koshiki
分業	ぶんぎょう	bunngyou
向き合い	むきあい	mukiai
全勝	ぜんしょう	zennshou
工期	こうき	kouki
両目	りょうめ	ryoume
小橋	こばし	kobashi
定点	ていてん	teitenn
真横	まよこ	mayoko
化身	けしん	keshinn
度重なる	たびかさなる	tabikasanaru
岩屋	いわや	iwaya
反米	はんべい	hannbei
苦言	くげん	kugenn
新酒	しんしゅ	shinnshu
配水	はいすい	haisui
開国	かいこく	kaikoku
王族	おうぞく	ouzoku
赤身	あかみ	akami
薬指	くすりゆび	kusuriyubi
月面	げつめん	getsumenn
落着	らくちゃく|らくじゃく	rakuchaku|rakujaku
大洋	たいよう	taiyou
引受	ひきうけ	hikiuke
全話	ぜんわ	zennwa
死ねる	しねる	shineru
真木	まき	maki
商船	しょうせん	shousenn
屋形船	やかたぶね	yakatabune
主君	しゅくん	shukunn
引き落とし	ひきおとし	hikiotoshi
電荷	でんか	dennka
神前	しんぜん	shinnzenn
遊女	ゆうじょ	yuujo
語り部	かたりべ	kataribe
形相	ぎょうそう|けいそう	gyousou|keisou
自他	じた	jita
速読	そくどく	sokudoku
号外	ごうがい	gougai
年号	ねんごう	nenngou
音速	おんそく	onnsoku
明暗	めいあん	meiann
反り	そり|ぞり	sori|zori
波乗り	なみのり	naminori
使い手	つかいて	tsukaite
重き	おもき	omoki
外界	がいかい	gaikai
身上	しんしょう|しんじょう	shinnshou|shinnjou
三流	さんりゅう	sannryuu
お日様	おひさま	ohisama
入庫	にゅうこ	nyuuko
県内外	けんないがい	kennnaigai
日進	にっしん	nisshinn
命じる	めいじる	meijiru
強打	きょうだ	kyouda
仕打ち	しうち	shiuchi
油分	ゆぶん	yubunn
倍速	ばいそく	baisoku
通期	つうき	tsuuki
物音	ものおと	monooto
仕上	しあげ	shiage
湯元	ゆもと	yumoto
先客	せんきゃく	sennkyaku
下界	かかい|げかい	kakai|gekai
悪行	あっこう|あくぎょう	akkou|akugyou
くり返し	くりかえし	kurikaeshi
神体	しんたい	shinntai
切り返し	きりかえし	kirikaeshi
安上がり	やすあがり	yasuagari
見向き	みむき	mimuki
原曲	げんきょく	gennkyoku
主事	しゅじ	shuji
取り決め	とりきめ	torikime
次週	じしゅう	jishuu
小品	しょうひん	shouhinn
短パン	たんぱん	tannpann
庭先	にわさき	niwasaki
教区	きょうく	kyouku
手指	しゅし	shushi
死す	しす	shisu
球界	きゅうかい	kyuukai
横ばい	よこばい	yokobai
重荷	おもに	omoni
上り坂	のぼりざか	noborizaka
入植	にゅうしょく	nyuushoku
進級	しんきゅう	shinnkyuu
同列	どうれつ	douretsu
同表	どうひょう	douhyou
客員	かくいん|きゃくいん	kakuinn|kyakuinn
家路	いえじ	ieji
長調	ちょうちょう	chouchou
品数	しなかず	shinakazu
草取り	くさとり	kusatori
豆まき	まめまき	mamemaki
定植	ていしょく	teishoku
勉学	べんがく	benngaku
追究	ついきゅう	tsuikyuu
事物	じぶつ	jibutsu
色味	いろみ	iromi
相反する	あいはんする	aihannsuru
陽だまり	ひだまり	hidamari
安で	やすで	yasude
用命	ようめい	youmei
真っ当	まっとう	mattou
同院	どういん	douinn
親和	しんわ	shinnwa
代り	かわり|がわり	kawari|gawari
西岸	せいがん	seigann
子安	こやす	koyasu
黄身	きみ	kimi
茶の湯	ちゃのゆ	chanoyu
氷上	ひょうじょう	hyoujou
曲げる	まげる	mageru
使い心地	つかいごこち	tsukaigokochi
聞き流し	ききながし	kikinagashi
内服	ないふく	naifuku
引取り	ひきとり	hikitori
神木	しんぼく	shinnboku
動かせる	うごかせる	ugokaseru
仕返し	しかえし	shikaeshi
軽トラ	けいとら	keitora
面持ち	おももち	omomochi
一筆	いっぴつ|ひとふで	ippitsu|hitofude
自筆	じひつ	jihitsu
真人	しんじん|まひと	shinnjinn|mahito
急死	きゅうし	kyuushi
むし歯	むしば	mushiba
飲茶	やむちゃ|いんさ	yamucha|innsa
洋式	ようしき	youshiki
局員	きょくいん	kyokuinn
馬主	ばしゅ	bashu
安住	あんじゅう	annjuu
服薬	ふくやく	fukuyaku
詩歌	しいか|しか	shiika|shika
送球	そうきゅう	soukyuu
横たわる	よこたわる	yokotawaru
練る	ねる	neru
味気	あじき|あじけ	ajiki|ajike
写本	しゃほん	shahonn
代役	だいやく	daiyaku
終業	しゅうぎょう	shuugyou
全店	ぜんてん	zenntenn
母屋	おもや|もや	omoya|moya
仕入れる	しいれる	shiireru
深部	しんぶ	shinnbu
温まる	あたたまる|ぬくまる	atatamaru|nukumaru
全館	ぜんかん	zennkann
開帳	かいちょう|がいちょう	kaichou|gaichou
曲集	きょくしゅう	kyokushuu
雨具	あまぐ	amagu
川遊び	かわあそび	kawaasobi
短調	たんちょう	tannchou
八丁	はっちょう	hacchou
重箱	じゅうばこ	juubako
両院	りょういん	ryouinn
落石	らくせき	rakuseki
感服	かんぷく	kannpuku
口笛	くちぶえ	kuchibue
進言	しんげん	shinngenn
物心	ぶっしん|ものごころ	busshinn|monogokoro
流血	りゅうけつ	ryuuketsu
追い上げ	おいあげ	oiage
木箱	きばこ	kibako
大葉	おおば	ooba
重体	じゅうたい	juutai
登れる	のぼれる	noboreru
パチ屋	ぱちや	pachiya
習字	しゅうじ	shuuji
乗合	のりあい	noriai
川岸	かわぎし	kawagishi
両岸	りょうがん	ryougann
重ね合わせ	かさねあわせ	kasaneawase
宿主	しゅくしゅ|やどぬし	shukushu|yadonushi
酒気	さかけ|しゅき	sakake|shuki
宮地	みやどころの	miyadokorono
自助	じじょ	jijo
植毛	しょくもう	shokumou
島国	しまぐに	shimaguni
持ち前	もちまえ	mochimae
っ放し	っぱなし	ppanashi
決死	けっし	kesshi
持ち手	もちて	mochite
小皿	こざら	kozara
外面	がいめん|げめん|そとづら	gaimenn|gemenn|sotodura
横向き	よこむき	yokomuki
白根	しらね	shirane
天界	てんかい|てんがい	tennkai|tenngai
勝間	かつま	katsuma
真顔	まがお	magao
部内	ぶない	bunai
曲調	きょくちょう	kyokuchou
切り取り	きりとり	kiritori
名指し	なざし	nazashi
乗っ取り	のっとり	nottori
住める	すめる	sumeru
取調べ	とりしらべ	torishirabe
所作	しょさ	shosa
新進	しんしん	shinnshinn
年祭	ねんさい	nennsai
他校	たこう	takou
病弱	びょうじゃく	byoujaku
取り下げ	とりさげ	torisage
重油	じゅうゆ	juuyu
所内	しょない	shonai
落ちこぼれ	おちこぼれ	ochikobore
山神	さんしん|さんじん	sannshinn|sannjinn
列強	れっきょう	rekkyou
同号	どうごう	dougou
切り身	きりみ	kirimi
手仕事	てしごと	teshigoto
風向き	かざむき|かぜむき	kazamuki|kazemuki
向日	こうじつ	koujitsu
横切る	よこぎる	yokogiru
局地	きょくち	kyokuchi
丸投げ	まるなげ	marunage
持ち直し	もちなおし	mochinaoshi
仕上がる	しあがる	shiagaru
全道	ぜんどう	zenndou
追分	おいわけ	oiwake
苦心	くしん	kushinn
平方	へいほう	heihou
転ぶ	ころぶ	korobu
光速	こうそく	kousoku
流行る	はやる	hayaru
悪気	わるぎ	warugi
乗用	じょうよう	jouyou
鉄工	てっこう	tekkou
全会	ぜんかい	zennkai
石坂	いしざか	ishizaka
医局	いきょく	ikyoku
手打	てうち	teuchi
地平	ちへい	chihei
音階	おんかい	onnkai
帰着	きちゃく	kichaku
頭取	とうどり	toudori
急きょ	きゅうきょ	kyuukyo
土着	どちゃく	dochaku
面する	めんする	mennsuru
委員会	いいんかい	iinnkai
何度	なんど	nanndo
主人公	しゅじんこう	shujinnkou
図書館	としょかん	toshokann
研究所	けんきゅうしょ|けんきゅうじょ	kennkyuusho|kennkyuujo
商取引	しょうとりひき	shoutorihiki
事業者	じぎょうしゃ	jigyousha
委員長	いいんちょう	iinnchou
面白	おもしろ	omoshiro
研究会	けんきゅうかい	kennkyuukai
飲食店	いんしょくてん	innshokutenn
世界中	せかいじゅう	sekaijuu
歯医者	はいしゃ	haisha
大学院	だいがくいん	daigakuinn
研究者	けんきゅうしゃ	kennkyuusha
市役所	しやくしょ	shiyakusho
事業所	じぎょうしょ	jigyousho
日本酒	にほんしゅ	nihonnshu
期間中	きかんちゅう	kikannchuu
旅行記	りょこうき	ryokouki
問題点	もんだいてん	monndaitenn
写真集	しゃしんしゅう	shashinnshuu
正社員	せいしゃいん	seishainn
理事長	りじちょう	rijichou
医薬品	いやくひん	iyakuhinn
研究室	けんきゅうしつ	kennkyuushitsu
発売日	はつばいび	hatsubaibi
代理店	だいりてん	dairitenn
有名人	ゆうめいじん	yuumeijinn
運転手	うんてんしゅ	unntennshu
動物園	どうぶつえん	doubutsuenn
今年度	こんねんど	konnnenndo
体育館	たいいくかん	taiikukann
当事者	とうじしゃ	toujisha
太陽光	たいようこう	taiyoukou
全日本	ぜんにっぽん|ぜんにほん	zennnipponn|zennnihonn
発表会	はっぴょうかい	happyoukai
次世代	じせだい	jisedai
同級生	どうきゅうせい	doukyuusei
勉強会	べんきょうかい	bennkyoukai
暗号化	あんごうか	anngouka
運動会	うんどうかい	unndoukai
王様	おうさま	ousama
新商品	しんしょうひん	shinnshouhinn
文字列	もじれつ	mojiretsu
所有者	しょゆうしゃ	shoyuusha
定休日	ていきゅうび	teikyuubi
短時間	たんじかん	tannjikann
代表者	だいひょうしゃ	daihyousha
美少女	びしょうじょ	bishoujo
組合員	くみあいいん	kumiaiinn
医学部	いがくぶ	igakubu
理事会	りじかい	rijikai
水族館	すいぞくかん	suizokukann
予定日	よていび	yoteibi
化合物	かごうぶつ	kagoubutsu
用語集	ようごしゅう	yougoshuu
日用品	にちようひん	nichiyouhinn
事実上	じじつじょう	jijitsujou
交流会	こうりゅうかい	kouryuukai
発電所	はつでんしょ	hatsudennsho
主題歌	しゅだいか	shudaika
登山口	とざんぐち	tozannguchi
下半身	かはんしん	kahannshinn
家庭用	かていよう	kateiyou
大部分	だいぶぶん	daibubunn
代理人	だいりにん	dairininn
電話帳	でんわちょう	dennwachou
短期間	たんきかん	tannkikann
取引所	とりひきしょ|とりひきじょ	torihikisho|torihikijo
会社員	かいしゃいん	kaishainn
回答者	かいとうしゃ	kaitousha
相談所	そうだんしょ|そうだんじょ	soudannsho|soudannjo
工作員	こうさくいん	kousakuinn
先進国	せんしんこく	sennshinnkoku
県知事	けんちじ	kennchiji
知名度	ちめいど	chimeido
来年度	らいねんど	rainenndo
一時期	いちじき	ichijiki
放送局	ほうそうきょく	housoukyoku
集中力	しゅうちゅうりょく	shuuchuuryoku
取引先	とりひきさき	torihikisaki
文化祭	ぶんかさい	bunnkasai
研究科	けんきゅうか	kennkyuuka
発売中	はつばいちゅう	hatsubaichuu
野球部	やきゅうぶ	yakyuubu
注意点	ちゅういてん	chuuitenn
科学者	かがくしゃ	kagakusha
使用者	しようしゃ	shiyousha
写真館	しゃしんかん	shashinnkann
公開中	こうかいちゅう	koukaichuu
作曲家	さっきょくか	sakkyokuka
遊歩道	ゆうほどう	yuuhodou
漢方薬	かんぽうやく	kannpouyaku
四半期	しはんき	shihannki
長期間	ちょうきかん	choukikann
少子化	しょうしか	shoushika
遊園地	ゆうえんち	yuuennchi
大使館	たいしかん	taishikann
乗用車	じょうようしゃ	jouyousha
一級	いっきゅう	ikkyuu
開発者	かいはつしゃ	kaihatsusha
予想外	よそうがい	yosougai
研究員	けんきゅういん	kennkyuuinn
大都市	だいとし	daitoshi
生放送	なまほうそう	namahousou
意見書	いけんしょ	ikennsho
古本屋	ふるほんや	furuhonnya
本年度	ほんねんど	honnnenndo
写真家	しゃしんか	shashinnka
上半身	じょうはんしん	jouhannshinn
歩行者	ほこうしゃ	hokousha
出身者	しゅっしんしゃ	shusshinnsha
軽自動車	けいじどうしゃ	keijidousha
多様化	たようか	tayouka
前年度	ぜんねんど	zennnenndo
安心感	あんしんかん	annshinnkann
出身地	しゅっしんち	shusshinnchi
事業主	じぎょうぬし	jigyounushi
仕事中	しごとちゅう	shigotochuu
中央線	ちゅうおうせん	chuuousenn
実用化	じつようか	jitsuyouka
真夜中	まよなか	mayonaka
近代化	きんだいか	kinndaika
教習所	きょうしゅうじょ	kyoushuujo
区役所	くやくしょ	kuyakusho
生物学	せいぶつがく	seibutsugaku
旅行者	りょこうしゃ	ryokousha
起業家	きぎょうか	kigyouka
工事中	こうじちゅう	koujichuu
入学式	にゅうがくしき	nyuugakushiki
問題集	もんだいしゅう	monndaishuu
商品化	しょうひんか	shouhinnka
代表作	だいひょうさく	daihyousaku
正当化	せいとうか	seitouka
植物園	しょくぶつえん	shokubutsuenn
思春期	ししゅんき	shishunnki
作品集	さくひんしゅう	sakuhinnshuu
活動中	かつどうちゅう	katsudouchuu
大集合	だいしゅうごう	daishuugou
海岸線	かいがんせん	kaigannsenn
一体化	いったいか	ittaika
相手方	あいてがた	aitegata
期間内	きかんない	kikannnai
部活動	ぶかつどう	bukatsudou
小売業	こうりぎょう	kourigyou
様子見	ようすみ	yousumi
来場者	らいじょうしゃ	raijousha
本部長	ほんぶちょう	honnbuchou
地上波	ちじょうは	chijouha
開会式	かいかいしき	kaikaishiki
都市部	としぶ	toshibu
自動化	じどうか	jidouka
生活者	せいかつしゃ	seikatsusha
上級者	じょうきゅうしゃ	joukyuusha
物理学	ぶつりがく	butsurigaku
自由度	じゆうど	jiyuudo
新発売	しんはつばい	shinnhatsubai
工学部	こうがくぶ	kougakubu
練習場	れんしゅうじょう	rennshuujou
合理化	ごうりか	gourika
進行中	しんこうちゅう	shinnkouchuu
開放感	かいほうかん	kaihoukann
待合室	まちあいしつ	machiaishitsu
生意気	なまいき	namaiki
研究家	けんきゅうか	kennkyuuka
人気者	にんきもの	ninnkimono
山小屋	やまごや	yamagoya
生命力	せいめいりょく	seimeiryoku
手作業	てさぎょう	tesagyou
登山者	とざんしゃ	tozannsha
作業員	さぎょういん	sagyouinn
風物詩	ふうぶつし	fuubutsushi
放送中	ほうそうちゅう	housouchuu
正反対	せいはんたい	seihanntai
教育長	きょういくちょう	kyouikuchou
部屋数	へやかず	heyakazu
感想文	かんそうぶん	kannsoubunn
農作物	のうさくもつ	nousakumotsu
町役場	まちやくば	machiyakuba
安定感	あんていかん	annteikann
安定所	あんていしょ	annteisho
新年度	しんねんど	shinnnenndo
古事記	こじき	kojiki
科学館	かがくかん	kagakukann
中古品	ちゅうこひん	chuukohinn
作業中	さぎょうちゅう	sagyouchuu
農作業	のうさぎょう	nousagyou
小動物	しょうどうぶつ	shoudoubutsu
万葉集	まんようしゅう	mannyoushuu
行動力	こうどうりょく	koudouryoku
開発中	かいはつちゅう	kaihatsuchuu
歯科医	しかい	shikai
原動力	げんどうりょく	genndouryoku
学園祭	がくえんさい	gakuennsai
原作者	げんさくしゃ	gennsakusha
元首相	もとしゅしょう	motoshushou
文学部	ぶんがくぶ	bunngakubu
都知事	とちじ	tochiji
音楽祭	おんがくさい	onngakusai
安定化	あんていか	annteika
内定者	ないていしゃ	naiteisha
電気代	でんきだい	dennkidai
三者	さんしゃ	sannsha
具体化	ぐたいか	gutaika
出発点	しゅっぱつてん	shuppatsutenn
自由化	じゆうか	jiyuuka
家庭内	かていない	kateinai
開始日	かいしび	kaishibi
文庫本	ぶんこぼん	bunnkobonn
一部分	いちぶぶん	ichibubunn
真正面	ましょうめん|まっしょうめん	mashoumenn|masshoumenn
作業所	さぎょうしょ	sagyousho
鉄道駅	てつどうえき	tetsudoueki
炭水化物	たんすいかぶつ	tannsuikabutsu
七福神	しちふくじん	shichifukujinn
白血病	はっけつびょう	hakketsubyou
野球場	やきゅうじょう	yakyuujou
注目度	ちゅうもくど	chuumokudo
高度化	こうどか	koudoka
相談員	そうだんいん	soudanninn
顔写真	かおしゃしん	kaoshashinn
新登場	しんとうじょう	shinntoujou
小道具	こどうぐ	kodougu
食事会	しょくじかい	shokujikai
生命体	せいめいたい	seimeitai
耳鼻科	じびか	jibika
出発日	しゅっぱつび	shuppatsubi
外科医	げかい	gekai
次回作	じかいさく	jikaisaku
後頭部	こうとうぶ	koutoubu
運動場	うんどうじょう	unndoujou
親近感	しんきんかん	shinnkinnkann
落語家	らくごか	rakugoka
体育祭	たいいくさい	taiikusai
活動家	かつどうか	katsudouka
地球人	ちきゅうじん	chikyuujinn
上半期	かみはんき	kamihannki
体育会	たいいくかい	taiikukai
大公開	だいこうかい	daikoukai
学習者	がくしゅうしゃ	gakushuusha
心意気	こころいき	kokoroiki
活発化	かっぱつか	kappatsuka
等身大	とうしんだい	toushinndai
使用人	しようにん	shiyouninn
交通局	こうつうきょく	koutsuukyoku
相談者	そうだんしゃ	soudannsha
定食屋	ていしょくや	teishokuya
運転者	うんてんしゃ	unntennsha
日記帳	にっきちょう	nikkichou
万年筆	まんねんひつ	mannnennhitsu
同年代	どうねんだい	dounenndai
高速化	こうそくか	kousokuka
予定者	よていしゃ	yoteisha
乗組員	のりくみいん	norikumiinn
作品名	さくひんめい	sakuhinnmei
角部屋	かどべや	kadobeya
運転中	うんてんちゅう	unntennchuu
決算書	けっさんしょ	kessannsho
発送日	はっそうび	hassoubi
新世界	しんせかい	shinnsekai
同業者	どうぎょうしゃ	dougyousha
絵葉書	えはがき	ehagaki
農業者	のうぎょうしゃ	nougyousha
配送先	はいそうさき	haisousaki
茶道具	ちゃどうぐ	chadougu
進学校	しんがくこう	shinngakukou
練習中	れんしゅうちゅう	rennshuuchuu
弱体化	じゃくたいか	jakutaika
多方面	たほうめん	tahoumenn
正会員	せいかいいん	seikaiinn
仕様書	しようしょ	shiyousho
注文日	ちゅうもんび	chuumonnbi
電子化	でんしか	dennshika
歩道橋	ほどうきょう	hodoukyou
高感度	こうかんど	koukanndo
開業医	かいぎょうい	kaigyoui
発行者	はっこうしゃ	hakkousha
休館日	きゅうかんび	kyuukannbi
役員会	やくいんかい	yakuinnkai
間取図	まどりず	madorizu
水平線	すいへいせん	suiheisenn
西海岸	にしかいがん	nishikaigann
美少年	びしょうねん	bishounenn
配当金	はいとうきん	haitoukinn
工作物	こうさくぶつ	kousakubutsu
事業化	じぎょうか	jigyouka
一本化	いっぽんか	ipponnka
福音書	ふくいんしょ	fukuinnsho
期待感	きたいかん	kitaikann
実業家	じつぎょうか	jitsugyouka
見放題	みほうだい	mihoudai
世話人	せわにん	sewaninn
目薬	めぐすり	megusuri
北西部	ほくせいぶ	hokuseibu
前夜祭	ぜんやさい	zennyasai
向上心	こうじょうしん	koujoushinn
手荷物	てにもつ	tenimotsu
高級車	こうきゅうしゃ	koukyuusha
温度計	おんどけい	onndokei
事業場	じぎょうじょう	jigyoujou
教育者	きょういくしゃ	kyouikusha
実力者	じつりょくしゃ	jitsuryokusha
地平線	ちへいせん	chiheisenn
想定外	そうていがい	souteigai
白血球	はっけっきゅう	hakkekkyuu
予定表	よていひょう	yoteihyou
一元化	いちげんか	ichigennka
理学部	りがくぶ	rigakubu
入場者	にゅうじょうしゃ	nyuujousha
集合体	しゅうごうたい	shuugoutai
練習会	れんしゅうかい	rennshuukai
新世代	しんせだい	shinnsedai
用水路	ようすいろ	yousuiro
人一倍	ひといちばい	hitoichibai
流行語	りゅうこうご	ryuukougo
思想家	しそうか	shisouka
南西部	なんせいぶ	nannseibu
家庭科	かていか	kateika
文学者	ぶんがくしゃ	bunngakusha
赤血球	せっけっきゅう	sekkekkyuu
行進曲	こうしんきょく	koushinnkyoku
大都会	だいとかい	daitokai
作業場	さぎょうば	sagyouba
入学者	にゅうがくしゃ	nyuugakusha
血小板	けっしょうばん	kesshoubann
作曲者	さっきょくしゃ	sakkyokusha
表面化	ひょうめんか	hyoumennka
転校生	てんこうせい	tennkousei
定年後	ていねんご	teinenngo
細分化	さいぶんか	saibunnka
北東部	ほくとうぶ	hokutoubu
学会員	がっかいいん	gakkaiinn
十字路	じゅうじろ	juujiro
都心部	としんぶ	toshinnbu
次年度	じねんど	jinenndo
実生活	じっせいかつ	jisseikatsu
寺子屋	てらこや	terakoya
文学館	ぶんがくかん	bunngakukann
宿場町	しゅくばまち	shukubamachi
年度内	ねんどない	nenndonai
集客力	しゅうきゃくりょく	shuukyakuryoku
地理院	ちりいん	chiriinn
氷点下	ひょうてんか	hyoutennka
談話室	だんわしつ	dannwashitsu
計算式	けいさんしき	keisannshiki
定形外	ていけいがい	teikeigai
数学者	すうがくしゃ	suugakusha
同行者	どうこうしゃ	doukousha
農学部	のうがくぶ	nougakubu
発起人	ほっきにん	hokkininn
玉手箱	たまてばこ	tamatebako
使命感	しめいかん	shimeikann
進行形	しんこうけい	shinnkoukei
全国区	ぜんこくく	zennkokuku
病原体	びょうげんたい	byougenntai
洋食屋	ようしょくや	youshokuya
全自動	ぜんじどう	zennjidou
