場合	ばあい	baai
駆け引き	かけひき	kakehiki
追い越し	おいこし	oikoshi
ごま油	ごまあぶら	gomaabura
見とれる	みとれる	mitoreru
語り継ぐ	かたりつぐ	kataritsugu
溶ける	とける	tokeru
手遅れ	ておくれ	teokure
顔ぶれ	かおぶれ	kaobure
締め切る	しめきる	shimekiru
思い返す	おもいかえす	omoikaesu
遺す	のこす	nokosu
極み	きわみ	kiwami
静けさ	しずけさ	shizukesa
繰る	くる|ぐる	kuru|guru
打ち切る	うちきる	uchikiru
生きもの	いきもの	ikimono
大忙し	おおいそがし	ooisogashi
気遣う	きづかう|きずこう	kidukau|kizukou
慣らす	ならす	narasu
安らか	やすらか	yasuraka
ひび割れ	ひびわれ	hibiware
振舞う	ふるまう|ふるもう	furumau|furumou
総て	すべて	subete
申し分	もうしぶん	moushibunn
程遠い	ほどとおい	hodotooi
損する	そんする	sonnsuru
司る	つかさどる	tsukasadoru
行きつけ	いきつけ|ゆきつけ	ikitsuke|yukitsuke
話し掛ける	はなしかける	hanashikakeru
清らか	きよらか	kiyoraka
甘酸っぱい	あまずっぱい	amazuppai
冷え込む	ひえこむ	hiekomu
色濃い	いろこい	irokoi
小ぶり	こぶり	koburi
追い込み	おいこみ	oikomi
引っ掛ける	ひっかける	hikkakeru
歯止め	はどめ	hadome
前売り	まえうり	maeuri
汗だく	あせだく	asedaku
軒並み	のきなみ	nokinami
射す	さす|ざす	sasu|zasu
小高い	こだかい	kodakai
読み替える	よみかえる	yomikaeru
冷え込み	ひえこみ	hiekomi
空しい	むなしい	munashii
つき合う	つきあう|つきおう	tsukiau|tsukiou
考え込む	かんがえこむ	kanngaekomu
祝い金	いわいきん	iwaikinn
父ちゃん	とうちゃん	toutyann
雨上がり	あめあがり	ameagari
預ける	あづける|あずける	adukeru|azukeru
空振り	からぶり	karaburi
雪だるま	ゆきだるま	yukidaruma
受けとめる	うけとめる	uketomeru
食いつく	くいつく	kuitsuku
読み直す	よみなおす	yominaosu
立て続け	たてつづけ	tatetsuduke
お産	おさん	osann
執り行う	とりおこなう|とりおこのう	toriokonau|toriokonou
前置き	まえおき	maeoki
触れ合う	ふれあう|ふれおう	fureau|fureou
人見知り	ひとみしり	hitomishiri
疑わしい	うたがわしい	utagawashii
折りたたむ	おりたたむ	oritatamu
着払い	ちゃくばらい	tyakubarai
海沿い	うみぞい	umizoi
巻き起こす	まきおこす	makiokosu
腐れ	くされ|ぐされ|くたれ	kusare|gusare|kutare
全う	まっとう	mattou
口ずさむ	くちずさむ	kuchizusamu
酸っぱい	すっぱい	suppai
喜ばしい	よろこばしい	yorokobashii
引き立て	ひきたて	hikitate
切り離し	きりはなし	kirihanashi
納まる	おさまる	osamaru
振り切る	ふりきる	furikiru
売り物	うりもの	urimono
縁結び	えんむすび	ennmusubi
染める	そめる|しめる	someru|shimeru
当てはめる	あてはめる	atehameru
置き去り	おきざり|おきさり	okizari|okisari
勝ち越し	かちこし	kachikoshi
線引き	せんひき|せんびき	sennhiki|sennbiki
お供え	おそなえ	osonae
片思い	かたおもい	kataomoi
創り出す	つくりだす	tsukuridasu
長続き	ながつづき	nagatsuduki
頼める	たのめる	tanomeru
行き着く	いきつく|ゆきつく	ikitsuku|yukitsuku
歯並び	はならび	hanarabi
張り紙	はりがみ	harigami
手っ取り早い	てっとりばやい	tettoribayai
耕す	たがやす	tagayasu
気取り	きどり|けどり	kidori|kedori
組み換え	くみかえ	kumikae
貸し切り	かしきり	kashikiri
見せ場	みせば	miseba
導き出す	みちびきだす	michibikidasu
不向き	ふむき	fumuki
詰合せ	つめあわせ	tsumeawase
増やせる	ふやせる	fuyaseru
絡み合う	からみあう|からみおう	karamiau|karamiou
放り出す	ほうりだす|ひりだす	houridasu|hiridasu
陽射し	ひざし	hizashi
照り	てり|でり	teri|deri
丸見え	まるみえ	marumie
素振り	そぶり|すぶり	soburi|suburi
たった今	たったいま	tattaima
処す	しょす	shosu
惜しくも	おしくも	oshikumo
漏れる	もれる	moreru
天の川	あまのがわ	amanogawa
飲み干す	のみほす	nomihosu
逆さ	さかさ	sakasa
売れ行き	うれゆき	ureyuki
語らう	かたらう	katarau
頼れる	たよれる	tayoreru
執る	とる|どる	toru|doru
見届ける	みとどける	mitodokeru
安売り	やすうり	yasuuri
白っぽい	しろっぽい	shiroppoi
千切り	せんぎり|ちぎり	senngiri|chigiri
移り変わり	うつりかわり	utsurikawari
端っこ	はしっこ|はじっこ	hashikko|hajikko
思い知らす	おもいしらす	omoishirasu
囲う	かこう	kakou
つま先	つまさき	tsumasaki
わが子	わがこ	wagako
無性に	むしょうに	mushouni
申しあげる	もうしあげる	moushiageru
お作り	おつくり	otsukuri
切に	せつに	setsuni
下敷き	したじき	shitajiki
送れる	おくれる	okureru
集る	たかる|だかる|あつまる	takaru|dakaru|atsumaru
振り込める	ふりこめる	furikomeru
切り札	きりふだ	kirifuda
成り行き	なりゆき	nariyuki
坊ちゃん	ぼっちゃん	bottyann
消え去る	きえさる	kiesaru
引き合い	ひきあい	hikiai
種まき	たねまき	tanemaki
炊き込む	たきこむ	takikomu
携える	たずさえる	tazusaeru
言い過ぎ	いいすぎ	iisugi
お立ち	おたち	otachi
水遊び	みずあそび	mizuasobi
甘やかす	あまやかす	amayakasu
見つけ出す	みつけだす	mitsukedasu
切らす	きらす	kirasu
息苦しい	いきぐるしい	ikigurushii
ご利益	ごりやく	goriyaku
逃げ切る	にげきる	nigekiru
粘り強い	ねばりづよい	nebariduyoi
かき混ぜる	かきまぜる	kakimazeru
表向き	おもてむき	omotemuki
お呼び	および	oyobi
害する	がいする	gaisuru
羽ばたく	はばたく	habataku
継ぎ	つぎ	tsugi
見開き	みひらき	mihiraki
寝起き	ねおき	neoki
盛り付ける	もりつける	moritsukeru
引き返す	ひきかえす	hikikaesu
泣かす	なかす	nakasu
揺らぐ	ゆらぐ	yuragu
弱まる	よわまる	yowamaru
思い描く	おもいえがく	omoiegaku
輝かしい	かがやかしい	kagayakashii
人殺し	ひとごろし	hitogoroshi
立ち会う	たちあう|たちおう	tachiau|tachiou
漏えい	ろうえい	rouei
追い求める	おいもとめる	oimotomeru
目隠し	めかくし	mekakushi
上書き	うわがき	uwagaki
引き裂く	ひきさく	hikisaku
ついて行く	ついていく|ついてゆく	tsuiteiku|tsuiteyuku
買い付け	かいつけ	kaitsuke
読み書き	よみかき	yomikaki
山積み	やまづみ	yamadumi
基く	もとづく	motoduku
引き離す	ひきはなす	hikihanasu
日に日に	ひにひに	hinihini
打ち出す	うちだす	uchidasu
立て直し	たてなおし	tatenaoshi
震わせる	ふるわせる	furuwaseru
むき出し	むきだし	mukidashi
子持ち	こもち	komochi
勢ぞろい	せいぞろい	seizoroi
裁き	さばき	sabaki
引っ越す	ひっこす	hikkosu
借り入れ	かりいれ	kariire
手取り	てどり|てとり|てっとり	tedori|tetori|tettori
意気込む	いきごむ	ikigomu
寝込む	ねこむ	nekomu
超す	こす	kosu
ひっくり返る	ひっくりかえる	hikkurikaeru
因る	よる	yoru
耳鳴り	みみなり	miminari
書き上げる	かきあげる	kakiageru
取替える	とりかえる	torikaeru
手触り	てざわり	tezawari
飛び出る	とびでる	tobideru
突き抜ける	つきぬける	tsukinukeru
印象深い	いんしょうぶかい	innshoubukai
吸い取る	すいとる	suitoru
目白押し	めじろおし	mejirooshi
心温まる	こころあたたまる	kokoroatatamaru
受け皿	うけざら	ukezara
敷き詰める	しきつめる	shikitsumeru
ひな祭り	ひなまつり	hinamatsuri
出し入れ	だしいれ	dashiire
冷ます	さます	samasu
草刈り	くさかり	kusakari
我が身	わがみ	wagami
片付く	かたづく	kataduku
振る舞う	ふるまう|ふるもう	furumau|furumou
幕開け	まくあけ	makuake
歌える	うたえる	utaeru
まな板	まないた	manaita
相まって	あいまって	aimatte
広める	ひろめる	hiromeru
ぶら下げる	ぶらさげる	burasageru
垂れ流し	たれながし	tarenagashi
秋祭り	あきまつり	akimatsuri
叫び声	さけびごえ	sakebigoe
皮切り	かわきり	kawakiri
麗しい	うるわしい	uruwashii
取り締まる	とりしまる	torishimaru
言い合う	いいあう|いいおう	iiau|iiou
称え	となえ|たたえ|かなえ	tonae|tatae|kanae
問い詰める	といつめる	toitsumeru
追い風	おいかぜ	oikaze
引き続く	ひきつづく	hikitsuduku
お目にかかる	おめにかかる	omenikakaru
虐める	いじめる	ijimeru
夢みる	ゆめみる	yumemiru
片付ける	かたづける	katadukeru
読み手	よみて	yomite
思いがけない	おもいがけない	omoigakenai
煮付け	につけ	nitsuke
腹立つ	はらだつ	haradatsu
寝返り	ねがえり	negaeri
弾み	はずみ	hazumi
妨げる	さまたげる	samatageru
専ら	もっぱら	moppara
遠のく	とおのく	toonoku
追い払う	おいはらう|おいはろう	oiharau|oiharou
見付け	みつけ	mitsuke
昇り	のぼり	nobori
報い	むくい	mukui
引き受ける	ひきうける	hikiukeru
引っ掛かる	ひっかかる	hikkakaru
取り調べる	とりしらべる	torishiraberu
空っぽ	からっぽ	karappo
肉まん	にくまん	nikumann
この上ない	このうえない	konouenai
解き放つ	ときはなつ	tokihanatsu
効き目	ききめ	kikime
正す	ただす	tadasu
起し	おこし|きし	okoshi|kishi
戒め	いましめ	imashime
足りる	たりる	tariru
注意深い	ちゅういぶかい	tyuuibukai
刷り	すり|ずり	suri|zuri
振り付け	ふりつけ	furitsuke
撃てる	うてる	uteru
赤み	あかみ	akami
囲み	かこみ	kakomi
給う	たまう|たもう	tamau|tamou
溶く	とく	toku
更かす	ふかす	fukasu
駆け込み	かけこみ	kakekomi
使い物	つかいもの	tsukaimono
押入る	おしいる	oshiiru
紛らわしい	まぎらわしい	magirawashii
行き交う	いきかう|ゆきかう|いきこう|ゆきこう	ikikau|yukikau|ikikou|yukikou
長ける	たける	takeru
婆さん	ばあさん	baasann
期限切れ	きげんぎれ	kigenngire
見積もる	みつもる	mitsumoru
油揚げ	あぶらあげ|あぶらげ	aburaage|aburage
短め	みじかめ	mijikame
値動き	ねうごき	neugoki
下らない	くだらない	kudaranai
涙す	なみだす	namidasu
ぬるま湯	ぬるまゆ	nurumayu
茶の間	ちゃのま	tyanoma
雨漏り	あまもり	amamori
彼女ら	かのじょら	kanojora
上向き	うわむき	uwamuki
坊や	ぼうや	bouya
命がけ	いのちがけ	inochigake
解き明かす	ときあかす	tokiakasu
人間らしい	にんげんらしい	ninngennrashii
どん底	どんぞこ	donnzoko
振り分け	ふりわけ	furiwake
息づく	いきづく	ikiduku
染み込む	しみこむ	shimikomu
身代わり	みがわり	migawari
下取り	したどり	shitadori
逃げ込む	にげこむ	nigekomu
取り掛かる	とりかかる	torikakaru
見え隠れ	みえかくれ|みえがくれ	miekakure|miegakure
見過ごす	みすごす	misugosu
買い方	かいかた	kaikata
折り畳む	おりたたむ	oritatamu
食いしん坊	くいしんぼう|くいしんぼ	kuishinnbou|kuishinnbo
買い手	かいて	kaite
出入り口	でいりぐち	deiriguchi
手描き	てがき	tegaki
催し物	もよおしもの	moyooshimono
送り込む	おくりこむ	okurikomu
乗り継ぐ	のりつぐ	noritsugu
請け負う	うけおう	ukeou
薄切り	うすぎり	usugiri
築き上げる	きずきあげる|つきあげる	kizukiageru|tsukiageru
粗い	あらい	arai
咲き乱れる	さきみだれる	sakimidareru
交ぜる	まぜる	mazeru
何だかんだ	なんだかんだ	nanndakannda
左利き	ひだりきき	hidarikiki
連れ出す	つれだす	tsuredasu
掛け合い	かけあい	kakeai
滅ぶ	ほろぶ	horobu
締めくくる	しめくくる	shimekukuru
浮き上がる	うきあがる	ukiagaru
切れ目	きれめ	kireme
譲り受ける	ゆずりうける	yuzuriukeru
流れ星	ながれぼし	nagareboshi
威張る	いばる|えばる	ibaru|ebaru
お初	おはつ	ohatsu
思い思い	おもいおもい	omoiomoi
心遣い	こころづかい	kokorodukai
突き放す	つきはなす	tsukihanasu
駆け込む	かけこむ	kakekomu
丸み	まるみ	marumi
引き立つ	ひきたつ	hikitatsu
冷や汗	ひやあせ	hiyaase
伸ばせる	のばせる	nobaseru
燃え尽きる	もえつきる	moetsukiru
悩ましい	なやましい	nayamashii
割り込み	わりこみ	warikomi
手早い	てばやい	tebayai
凝り	こり|こごり|しこり	kori|kogori|shikori
移り住む	うつりすむ	utsurisumu
眠たい	ねむたい|ねぶたい	nemutai|nebutai
喚く	わめく|おめく	wameku|omeku
立たす	たたす	tatasu
弱める	よわめる	yowameru
鈍る	なまる|にぶる	namaru|niburu
すり抜ける	すりぬける	surinukeru
書き手	かきて	kakite
害す	がいす	gaisu
片っ端	かたっぱし	katappashi
草の根	くさのね	kusanone
呼び捨て	よびすて	yobisute
心待ち	こころまち	kokoromachi
後ろ向き	うしろむき	ushiromuki
値下がり	ねさがり	nesagari
突き刺す	つきさす	tsukisasu
時代遅れ	じだいおくれ	jidaiokure
木の下	このした|このもと	konoshita|konomoto
見応え	みごたえ	migotae
温かみ	あたたかみ	atatakami
顧みる	かえりみる	kaerimiru
出し合う	だしあう|だしおう	dashiau|dashiou
入れ替える	いれかえる	irekaeru
締める	しめる|じめる	shimeru|jimeru
恥ずかしながら	はずかしながら	hazukashinagara
打ち破る	うちやぶる	uchiyaburu
欲張り	よくばり	yokubari
到る	いたる	itaru
立会う	たちあう|たちおう	tachiau|tachiou
追い抜く	おいぬく	oinuku
盛り沢山	もりだくさん	moridakusann
ご時世	ごじせい	gojisei
押し切る	おしきる	oshikiru
仰せ	おおせ	oose
脱がす	ぬがす	nugasu
取締り	とりしまり	torishimari
持ちかける	もちかける	mochikakeru
駆け出し	かけだし	kakedashi
備え付け	そなえつけ	sonaetsuke
生き残れる	いきのこれる	ikinokoreru
抱き合う	だきあう|だきおう	dakiau|dakiou
鑑みる	かんがみる	kanngamiru
伸び悩む	のびなやむ	nobinayamu
潤う	うるおう	uruou
哀しみ	かなしみ	kanashimi
乗り換える	のりかえる	norikaeru
前倒し	まえだおし	maedaoshi
卸す	おろす	orosu
書き直し	かきなおし	kakinaoshi
寝ぼけ	ねぼけ	neboke
回せる	まわせる	mawaseru
色あせる	いろあせる	iroaseru
零れる	こぼれる	koboreru
操り	あやつり	ayatsuri
真っ盛り	まっさかり	massakari
決す	けっす	kessu
断じて	だんじて	dannjite
如何なる	いかなる	ikanaru
焦がす	こがす	kogasu
締めくくり	しめくくり	shimekukuri
気にいる	きにいる	kiniiru
競い合う	きそいあう|きそいおう	kisoiau|kisoiou
規則正しい	きそくただしい	kisokutadashii
忘れ去る	わすれさる	wasuresaru
焼ける	やける	yakeru
お山	おやま	oyama
出直し	でなおし	denaoshi
切り離す	きりはなす	kirihanasu
住まう	すまう|ずまう	sumau|zumau
合わさる	あわさる	awasaru
見ごたえ	みごたえ	migotae
取り合い	とりあい	toriai
早まる	はやまる	hayamaru
昼下がり	ひるさがり	hirusagari
人並み	ひとなみ	hitonami
束ね	たばね|つかね	tabane|tsukane
和らぐ	やわらぐ	yawaragu
二の腕	にのうで	ninoude
気がかり	きがかり	kigakari
背伸び	せのび	senobi
勝ち抜く	かちぬく	kachinuku
変わり目	かわりめ	kawarime
注ぎ込む	そそぎこむ|つぎこむ	sosogikomu|tsugikomu
酒造り	さけづくり	sakedukuri
抱え込む	かかえこむ	kakaekomu
通ずる	つうずる	tsuuzuru
真っ向	まっこう	makkou
一概に	いちがいに	ichigaini
引き出物	ひきでもの	hikidemono
漁る	あさる|すなどる	asaru|sunadoru
聞える	きこえる	kikoeru
手放せる	てばなせる	tebanaseru
引継ぎ	ひきつぎ	hikitsugi
取っ手	とって	totte
拡がる	ひろがる	hirogaru
手直し	てなおし	tenaoshi
悲しむ	かなしむ	kanashimu
誇れる	ほこれる	hokoreru
つ折り	つおり	tsuori
拠る	よる	yoru
煮詰める	につめる	nitsumeru
力尽きる	ちからつきる	chikaratsukiru
攻め込む	せめこむ	semekomu
人通り	ひとどおり	hitodoori
見分ける	みわける	miwakeru
帰り際	かえりぎわ	kaerigiwa
滴る	したたる	shitataru
弱み	よわみ	yowami
行く末	ゆくすえ	yukusue
遊び方	あそびかた	asobikata
受入れ	うけいれ	ukeire
山並み	やまなみ	yamanami
添う	そう|ぞう	sou|zou
降り続く	ふりつづく	furitsuduku
持ち上がる	もちあがる	mochiagaru
買上げ	かいあげ	kaiage
芽吹く	めぶく	mebuku
絡まる	からまる	karamaru
見計らう	みはからう	mihakarau
信ずる	しんずる	shinnzuru
胃がん	いがん	igann
息切れ	いきぎれ	ikigire
手厚い	てあつい|てあちい	teatsui|teachii
未払い	みはらい	miharai
待ち構える	まちかまえる	machikamaeru
追いつめる	おいつめる	oitsumeru
下り坂	くだりざか	kudarizaka
取り引き	とりひき	torihiki
取り立て	とりたて	toritate
押し上げ	おしあげ	oshiage
待ち望む	まちのぞむ	machinozomu
羽織る	はおる	haoru
抜け出せる	ぬけだせる	nukedaseru
腹立たしい	はらだたしい	haradatashii
見にくい	みにくい	minikui
受け渡し	うけわたし	ukewatashi
抱き締める	だきしめる|いだきしめる	dakishimeru|idakishimeru
潤す	うるおす	uruosu
恐く	きょうく|こわく	kyouku|kowaku
呼び寄せる	よびよせる	yobiyoseru
空売り	からうり	karauri
延びる	のびる	nobiru
そよ風	そよかぜ	soyokaze
雪解け	ゆきどけ	yukidoke
宮参り	みやまいり	miyamairi
婆ちゃん	ばあちゃん	baatyann
食い止める	くいとめる	kuitomeru
手の平	てのひら	tenohira
つかの間	つかのま	tsukanoma
吹ける	ふける	fukeru
物言い	ものいい|ものゆい	monoii|monoyui
感ずる	かんずる	kannzuru
模様替え	もようがえ	moyougae
今どき	いまどき	imadoki
踏み切り	ふみきり	fumikiri
中継ぎ	なかつぎ	nakatsugi
顔出し	かおだし	kaodashi
ひき逃げ	ひきにげ	hikinige
聞き手	ききて	kikite
黒っぽい	くろっぽい	kuroppoi
張り替える	はりかえる	harikaeru
気兼ね	きがね	kigane
感慨深い	かんがいぶかい	kanngaibukai
存する	そんする	sonnsuru
立ちはだかる	たちはだかる	tachihadakaru
推し進める	おしすすめる	oshisusumeru
暖まる	あたたまる	atatamaru
立ち回り	たちまわり	tachimawari
末っ子	すえっこ	suekko
押し倒す	おしたおす	oshitaosu
思しい	おぼしい	oboshii
悪しい	あしい	ashii
縄張り	なわばり	nawabari
交わり	まじわり	majiwari
大根おろし	だいこんおろし	daikonnoroshi
敬う	うやまう|うやもう	uyamau|uyamou
太め	ふとめ	futome
目新しい	めあたらしい	meatarashii
守れる	まもれる	mamoreru
至って	いたって	itatte
流し込む	ながしこむ	nagashikomu
秋晴れ	あきばれ	akibare
お陰様	おかげさま	okagesama
辛うじて	かろうじて	karoujite
持ち越し	もちこし	mochikoshi
殺る	やる|ころせる	yaru|koroseru
奏す	そうす	sousu
組み立てる	くみたてる	kumitateru
濁す	にごす	nigosu
押しかける	おしかける	oshikakeru
言い返す	いいかえす	iikaesu
束の間	つかのま	tsukanoma
生い茂る	おいしげる	oishigeru
曲る	まがる	magaru
付き添い	つきそい	tsukisoi
初日の出	はつひので	hatsuhinode
宿す	しゅくす|やどす	shukusu|yadosu
流れ出る	ながれでる	nagarederu
響かせる	ひびかせる	hibikaseru
卵焼き	たまごやき	tamagoyaki
握りしめる	にぎりしめる	nigirishimeru
掘り出し物	ほりだしもの	horidashimono
生まれつき	うまれつき	umaretsuki
供え	そなえ	sonae
慌ただしい	あわただしい	awatadashii
勝ち負け	かちまけ	kachimake
肉じゃが	にくじゃが	nikujaga
売り出す	うりだす	uridasu
発つ	たつ	tatsu
突き上げる	つきあげる	tsukiageru
お辞儀	おじぎ	ojigi
潮干狩り	しおひがり	shiohigari
張替え	はりかえ	harikae
画す	かくす	kakusu
分割払い	ぶんかつばらい	bunnkatsubarai
立ち入る	たちいる	tachiiru
平たい	ひらたい	hiratai
脱す	だっす	dassu
潜める	ひそめる	hisomeru
目の下	めのした	menoshita
食い込む	くいこむ	kuikomu
食器洗い	しょっきあらい	shokkiarai
触れ合い	ふれあい	fureai
練り歩く	ねりあるく	neriaruku
顔合わせ	かおあわせ	kaoawase
変り	かわり|がわり	kawari|gawari
興す	おこす	okosu
投げ捨てる	なげすてる	nagesuteru
時間切れ	じかんぎれ	jikanngire
比す	ひす	hisu
吹き荒れる	ふきあれる	fukiareru
か国	かこく	kakoku
時として	ときとして	tokitoshite
会す	かいす|くわす	kaisu|kuwasu
下書き	したがき	shitagaki
見越し	みこし	mikoshi
吹き付ける	ふきつける	fukitsukeru
先払い	さきばらい	sakibarai
織りなす	おりなす	orinasu
買出し	かいだし	kaidashi
然し	しかし	shikashi
替り	かわり|がわり	kawari|gawari
燃え上がる	もえあがる	moeagaru
乗り遅れ	のりおくれ	noriokure
乱れる	みだれる	midareru
引き揚げる	ひきあげる	hikiageru
振り上げる	ふりあげる	furiageru
世にも	よにも	yonimo
取り組める	とりくめる	torikumeru
押さえつける	おさえつける	osaetsukeru
語り口	かたりくち	katarikuchi
取り付く	とりつく	toritsuku
と同時に	とどうじに	todoujini
鎮める	しずめる	shizumeru
見づらい	みづらい	midurai
乗換える	のりかえる	norikaeru
つぎ込む	つぎこむ	tsugikomu
泊める	とめる	tomeru
証す	あかす|しょうす	akasu|shousu
山盛り	やまもり	yamamori
肥える	こえる	koeru
華やかさ	はなやかさ	hanayakasa
欲する	ほっする	hossuru
独り占め	ひとりじめ	hitorijime
腹の中	はらのうち	haranouchi
素通り	すどおり	sudoori
緩み	ゆるみ	yurumi
手間取る	てまどる	temadoru
確固たる	かっこたる	kakkotaru
重ね合う	かさねあう|かさねおう	kasaneau|kasaneou
商い	あきない	akinai
拡げる	ひろげる	hirogeru
古び	ふるび	furubi
仲直り	なかなおり	nakanaori
連れ去る	つれさる	tsuresaru
引っ込む	ひっこむ	hikkomu
控え室	ひかえしつ	hikaeshitsu
追いつける	おいつける	oitsukeru
喫す	きっす	kissu
縮まる	ちぢまる	chidimaru
透かし	すかし	sukashi
差し伸べる	さしのべる	sashinoberu
薄っぺら	うすっぺら	usuppera
見せ付ける	みせつける	misetsukeru
度重なる	たびかさなる	tabikasanaru
心がける	こころがける	kokorogakeru
目論む	もくろむ	mokuromu
突き止める	つきとめる	tsukitomeru
見出せる	みだせる|みいだせる	midaseru|miidaseru
削ぐ	そぐ	sogu
たどり着ける	たどりつける	tadoritsukeru
衣替え	ころもがえ	koromogae
ぶち壊す	ぶちこわす	buchikowasu
芳しい	かぐわしい|かんばしい	kaguwashii|kannbashii
数え切れる	かぞえきれる	kazoekireru
ひと味	ひとあじ	hitoaji
辞す	じす	jisu
思い知る	おもいしる	omoishiru
竹の子	たけのこ	takenoko
買いもの	かいもの	kaimono
浮かせる	うかせる	ukaseru
罰する	ばっする	bassuru
ひき肉	ひきにく	hikiniku
余す	あます	amasu
背ける	そむける	somukeru
買い出し	かいだし	kaidashi
強がる	つよがる	tsuyogaru
見破る	みやぶる	miyaburu
泣く泣く	なくなく	nakunaku
傷める	いためる	itameru
来す	きたす	kitasu
壁掛け	かべかけ	kabekake
場違い	ばちがい	bachigai
こぼれ話	こぼればなし	koborebanashi
押し出す	おしだす	oshidasu
働きかける	はたらきかける	hatarakikakeru
振り払う	ふりはらう|ふりはろう	furiharau|furiharou
舌打ち	したうち	shitauchi
奮う	ふるう	furuu
見詰める	みつめる	mitsumeru
難なく	なんなく	nannnaku
乗り切れる	のりきれる	norikireru
掘り出し	ほりだし	horidashi
居合わせる	いあわせる	iawaseru
冠す	かんす	kannsu
青白い	あおじろい	aojiroi
陣取る	じんどる	jinndoru
関す	かんす	kannsu
お次	おつぎ	otsugi
雨降り	あめふり	amefuri
泣き声	なきごえ	nakigoe
暮れる	くれる	kureru
皆殺し	みなごろし	minagoroshi
こみ上げる	こみあげる	komiageru
適う	かなう|かのう	kanau|kanou
後片付け	あとかたづけ	atokataduke
草むら	くさむら	kusamura
却って	かえって	kaette
やむを得ず	やむをえず	yamuwoezu
馬鹿馬鹿しい	ばかばかしい	bakabakashii
畳む	たたむ|だたむ	tatamu|datamu
見あたる	みあたる	miataru
汚す	けがす|よごす	kegasu|yogosu
棄てる	すてる	suteru
奪い取る	うばいとる	ubaitoru
走り去る	はしりさる	hashirisaru
翻す	ひるがえす	hirugaesu
詰め込み	つめこみ	tsumekomi
光り輝く	ひかりかがやく	hikarikagayaku
聞き返す	ききかえす	kikikaesu
やり直す	やりなおす	yarinaosu
持ち直す	もちなおす	mochinaosu
念入り	ねんいり	nenniri
差し歯	さしば	sashiba
折り合い	おりあい	oriai
愛せる	あいせる	aiseru
遠ざける	とおざける	toozakeru
語れる	かたれる	katareru
挙げ句	あげく	ageku
渡り鳥	わたりどり	wataridori
別売り	べつうり	betsuuri
取り置く	とりおく	torioku
見やる	みやる	miyaru
吸い上げる	すいあげる	suiageru
引ける	ひける|びける	hikeru|bikeru
荷造り	にづくり	nidukuri
歩み寄る	あゆみよる	ayumiyoru
聞き出す	ききだす	kikidasu
凍りつく	こおりつく	kooritsuku
過す	すごす|すぐす	sugosu|sugusu
朽ちる	くちる	kuchiru
拍子抜け	ひょうしぬけ	hyoushinuke
飛び越える	とびこえる	tobikoeru
お力	おちから	ochikara
飛び乗る	とびのる	tobinoru
寝かす	ねかす	nekasu
見放す	みはなす	mihanasu
地すべり	じすべり	jisuberi
日当り	ひあたり	hiatari
穴埋め	あなうめ	anaume
掘り起こし	ほりおこし	horiokoshi
引き落とし	ひきおとし	hikiotoshi
仕留める	しとめる	shitomeru
お目見え	おめみえ	omemie
黄ばむ	きばむ	kibamu
土砂降り	どしゃぶり	doshaburi
言い切る	いいきる	iikiru
空回り	からまわり	karamawari
採れる	とれる	toreru
信ぴょう	しんぴょう	shinnpyou
日雇い	ひやとい	hiyatoi
炭焼き	すみやき	sumiyaki
焼き芋	やきいも	yakiimo
差し掛かる	さしかかる	sashikakaru
お開き	おひらき	ohiraki
制する	せいする	seisuru
不慣れ	ふなれ	funare
お預け	おあづけ	oaduke
背もたれ	せもたれ	semotare
顔見知り	かおみしり	kaomishiri
獲る	える|とる|どる|うる	eru|toru|doru|uru
持て余す	もてあます	moteamasu
留める	とどめる|とめる|どめる	todomeru|tomeru|domeru
反り	そり|ぞり	sori|zori
波乗り	なみのり	naminori
使い手	つかいて	tsukaite
朝焼け	あさやけ	asayake
遣う	つかう|づかう|つこう	tsukau|dukau|tsukou
高らか	たからか	takaraka
飛び入り	とびいり	tobiiri
お日様	おひさま	ohisama
扱える	あつかえる	atsukaeru
企て	くわだて	kuwadate
折り込み	おりこみ	orikomi
使い分ける	つかいわける	tsukaiwakeru
寂れる	さびれる	sabireru
仕打ち	しうち	shiuchi
目玉焼き	めだまやき	medamayaki
六つ	むっつ|むつ	muttsu|mutsu
愛し合う	あいしあう|あいしおう	aishiau|aishiou
屈し	くっし	kusshi
著い	しるい|つい	shirui|tsui
足踏み	あしぶみ|あしふみ	ashibumi|ashifumi
住み着く	すみつく	sumitsuku
打ち消す	うちけす	uchikesu
閉じこもる	とじこもる	tojikomoru
ぶち込む	ぶちこむ	buchikomu
付け替える	つけかえる	tsukekaeru
動じる	どうじる	doujiru
てんこ盛り	てんこもり	tennkomori
架け橋	かけはし	kakehashi
散りばめる	ちりばめる	chiribameru
冒す	おかす	okasu
見向く	みむく	mimuku
空き家	あきや	akiya
心ゆく	こころゆく	kokoroyuku
切り抜ける	きりぬける	kirinukeru
詰め寄る	つめよる	tsumeyoru
お構い	おかまい	okamai
切り返し	きりかえし	kirikaeshi
安上がり	やすあがり	yasuagari
かみ合う	かみあう|かみおう	kamiau|kamiou
考え出す	かんがえだす	kanngaedasu
慌しい	あわただしい	awatadashii
酒飲み	さけのみ	sakenomi
取り決め	とりきめ	torikime
汗ばむ	あせばむ	asebamu
更ける	ふける	fukeru
出合う	であう|でおう	deau|deou
やり遂げる	やりとげる	yaritogeru
突き当たる	つきあたる	tsukiataru
異に	ことに	kotoni
