紹介	しょうかい	shoukai
襲名	しゅうめい	shuumei
詰め込み	つめこみ	tsumekomi
光り輝く	ひかりかがやく	hikarikagayaku
万歳	ばんざい|まんざい	bannzai|mannzai
豪雪	ごうせつ	gousetsu
近傍	きんぼう	kinnbou
快眠	かいみん	kaiminn
渡り鳥	わたりどり	wataridori
闘志	とうし	toushi
朽ちる	くちる	kuchiru
拍子抜け	ひょうしぬけ	hyoushinuke
飛び越える	とびこえる	tobikoeru
寝かす	ねかす	nekasu
交尾	こうび	koubi
強迫	きょうはく	kyouhaku
掘り起こし	ほりおこし	horiokoshi
噴霧	ふんむ	funnmu
煮干	にぼし	niboshi
焼き芋	やきいも	yakiimo
倒木	とうぼく	touboku
頭髪	とうはつ	touhatsu
道幅	みちはば	michihaba
丹精	たんせい	tannsei
獲る	える|とる|どる|うる	eru|toru|doru|uru
間柄	あいだがら	aidagara
彼岸花	ひがんばな	higannbana
遣う	つかう|づかう|つこう	tsukau|dukau|tsukou
扱える	あつかえる	atsukaeru
折り込み	おりこみ	orikomi
五重塔	ごじゅうのとう	gojuunotou
沖合	おきあい	okiai
寂れる	さびれる	sabireru
見舞	みまい	mimai
黙示録	もくしろく	mokushiroku
繰越	くりこし	kurikoshi
黙認	もくにん	mokuninn
奇抜	きばつ	kibatsu
鎖国	さこく	sakoku
惨状	さんじょう	sannjou
本拠	ほんきょ	honnkyo
橋脚	きょうきゃく	kyoukyaku
軽微	けいび	keibi
山芋	やまいも|やまのいも	yamaimo|yamanoimo
次項	じこう	jikou
屈し	くっし	kusshi
安眠	あんみん	annminn
足踏み	あしぶみ|あしふみ	ashibumi|ashifumi
ぶち込む	ぶちこむ	buchikomu
付け替える	つけかえる	tsukekaeru
狂犬病	きょうけんびょう	kyoukennbyou
攻守	こうしゅ	koushu
冒す	おかす	okasu
弾幕	だんまく	dannmaku
砲台	ほうだい	houdai
切り抜ける	きりぬける	kirinukeru
奇数	きすう	kisuu
詰め寄る	つめよる	tsumeyoru
汗ばむ	あせばむ	asebamu
行脚	あんぎゃ	anngya
更ける	ふける	fukeru
兼業	けんぎょう	kenngyou
突き当たる	つきあたる	tsukiataru
早寝	はやね	hayane
世俗	せぞく	sezoku
渡せる	わたせる	wataseru
繰り上げる	くりあげる	kuriageru
特攻隊	とっこうたい	tokkoutai
被験者	ひけんしゃ	hikennsha
泣き叫ぶ	なきさけぶ	nakisakebu
振りかぶる	ふりかぶる	furikaburu
抜き出す	ぬきだす	nukidasu
行き渡る	いきわたる|ゆきわたる	ikiwataru|yukiwataru
振付	ふりつけ	furitsuke
突風	とっぷう	toppuu
押さえ込む	おさえこむ	osaekomu
跳ね上がる	はねあがる	haneagaru
踏み台	ふみだい	fumidai
荒波	あらなみ	aranami
踏みにじる	ふみにじる	fuminijiru
致し方	いたしかた	itashikata
小幅	こはば	kohaba
差し込み	さしこみ	sashikomi
売り込み	うりこみ	urikomi
身柄	みがら	migara
差し押さえ	さしおさえ	sashiosae
鮮烈	せんれつ	sennretsu
端午	たんご	tanngo
伺える	うかがえる	ukagaeru
損壊	そんかい	sonnkai
避暑	ひしょ	hisho
甘んじる	あまんじる	amannjiru
砲弾	ほうだん	houdann
路肩	ろかた	rokata
万端	ばんたん	banntann
敗訴	はいそ	haiso
名鑑	めいかん	meikann
甘えん坊	あまえんぼう|あまえんぼ	amaennbou|amaennbo
堅苦しい	かたくるしい	katakurushii
駆け足	かけあし	kakeashi
脚色	きゃくしょく	kyakushoku
別姓	べっせい	bessei
釈明	しゃくめい	shakumei
戒名	かいみょう	kaimyou
騒然	そうぜん	souzenn
替え歌	かえうた	kaeuta
駆け回る	かけまわる	kakemawaru
追い越す	おいこす	oikosu
長髪	ちょうはつ	tyouhatsu
突き落とす	つきおとす	tsukiotosu
逃げ回る	にげまわる	nigemawaru
腕輪	うでわ	udewa
停泊	ていはく	teihaku
野獣	やじゅう	yajuu
拡幅	かくふく	kakufuku
跳躍	ちょうやく	tyouyaku
勝訴	しょうそ	shouso
歓送	かんそう	kannsou
雌雄	しゆう	shiyuu
乾物	かんぶつ|ひもの|ほしもの	kannbutsu|himono|hoshimono
確執	かくしつ	kakushitsu
退避	たいひ	taihi
鬼門	きもん	kimonn
劣悪	れつあく	retsuaku
押し花	おしばな	oshibana
先般	せんぱん	sennpann
お召	おめし	omeshi
噴き出す	ふきだす	fukidasu
仕舞い	しまい|じまい	shimai|jimai
甘える	あまえる	amaeru
組込み	くみこみ	kumikomi
着替える	きがえる|きかえる	kigaeru|kikaeru
連れ込む	つれこむ	tsurekomu
突然変異	とつぜんへんい	totsuzennhenni
風刺	ふうし	fuushi
立ち尽くす	たちつくす	tachitsukusu
気鋭	きえい	kiei
過渡	かと	kato
満杯	まんぱい	mannpai
短剣	たんけん	tannkenn
言い渡す	いいわたす	iiwatasu
鎖骨	さこつ	sakotsu
澄ます	すます	sumasu
汚損	おそん	osonn
走り抜ける	はしりぬける	hashirinukeru
突き出る	つきでる	tsukideru
恵方	えほう	ehou
律儀	りちぎ	richigi
被弾	ひだん	hidann
理髪	りはつ	rihatsu
惨劇	さんげき	sanngeki
詰め替える	つめかえる	tsumekaeru
朱色	しゅいろ	shuiro
縁組	えんぐみ	enngumi
家柄	いえがら	iegara
付き添う	つきそう	tsukisou
微熱	びねつ	binetsu
追憶	ついおく	tsuioku
較べる	くらべる	kuraberu
踏みつける	ふみつける	fumitsukeru
床の間	とこのま	tokonoma
陰影	いんえい	innei
激闘	げきとう	gekitou
瞬き	まばたき|しばたき|しばたたき|またたき	mabataki|shibataki|shibatataki|matataki
取り込める	とりこめる	torikomeru
尽す	つくす|づくす	tsukusu|dukusu
縁起物	えんぎもの	enngimono
優柔不断	ゆうじゅうふだん	yuujuufudann
体罰	たいばつ	taibatsu
抗う	あらがう|あらごう	aragau|aragou
脈絡	みゃくらく	myakuraku
軒先	のきさき	nokisaki
振り子	ふりこ	furiko
参与	さんよ	sannyo
傾斜地	けいしゃち	keishachi
歓談	かんだん	kanndann
品薄	しなうす	shinausu
介在	かいざい	kaizai
鋭意	えいい	eii
汚濁	おだく|おじょく	odaku|ojoku
舞い降りる	まいおりる	maioriru
行き詰まる	いきづまる|ゆきづまる|いきつまる	ikidumaru|yukidumaru|ikitsumaru
文豪	ぶんごう	bunngou
押しつぶす	おしつぶす	oshitsubusu
馬刺し	ばさし	basashi
添い寝	そいね	soine
切迫	せっぱく	seppaku
突っ張る	つっぱる	tsupparu
会釈	えしゃく	eshaku
失脚	しっきゃく	shikkyaku
猛者	もさ	mosa
主砲	しゅほう	shuhou
煮える	にえる	nieru
諸般	しょはん	shohann
決め込む	きめこむ	kimekomu
振りまく	ふりまく	furimaku
暗躍	あんやく	annyaku
振り替え	ふりかえ	furikae
枯葉	かれは	kareha
雷神	らいじん	raijinn
御存知	ごぞんじ	gozonnji
油彩	ゆさい	yusai
突き詰める	つきつめる	tsukitsumeru
すり替え	すりかえ	surikae
駆け付ける	かけつける	kaketsukeru
言い渡し	いいわたし	iiwatashi
寝転がる	ねころがる	nekorogaru
引き渡す	ひきわたす	hikiwatasu
奥の院	おくのいん	okunoinn
最北端	さいほくたん	saihokutann
一般的	いっぱんてき	ippannteki
高齢者	こうれいしゃ	koureisha
被害者	ひがいしゃ	higaisha
投稿者	とうこうしゃ	toukousha
一杯	いっぱい	ippai
朝鮮人	ちょうせんじん	tyousennjinn
販売店	はんばいてん	hannbaitenn
連絡先	れんらくさき	rennrakusaki
首都圏	しゅとけん	shutokenn
医療費	いりょうひ	iryouhi
皮膚科	ひふか	hifuka
敷地内	しきちない	shikichinai
漫画家	まんがか	manngaka
信頼性	しんらいせい	shinnraisei
高齢化	こうれいか	koureika
無添加	むてんか	mutennka
耐久性	たいきゅうせい	taikyuusei
継続的	けいぞくてき	keizokuteki
好奇心	こうきしん	koukishinn
同項	どうこう	doukou
活躍中	かつやくちゅう	katsuyakutyuu
戦闘機	せんとうき	senntouki
攻撃力	こうげきりょく	kougekiryoku
影響力	えいきょうりょく	eikyouryoku
被保険者	ひほけんしゃ	hihokennsha
特徴的	とくちょうてき	tokutyouteki
申込書	もうしこみしょ	moushikomisho
後継者	こうけいしゃ	koukeisha
魚介類	ぎょかいるい	gyokairui
途上国	とじょうこく	tojoukoku
応援団	おうえんだん	ouenndann
販売中	はんばいちゅう	hannbaityuu
添加物	てんかぶつ	tennkabutsu
加齢	かれい	karei
必需品	ひつじゅひん	hitsujuhinn
婚活	こんかつ	konnkatsu
接着剤	せっちゃくざい	settyakuzai
乾燥機	かんそうき	kannsouki
量販店	りょうはんてん	ryouhanntenn
被告人	ひこくにん	hikokuninn
透明感	とうめいかん	toumeikann
致命的	ちめいてき	chimeiteki
交響曲	こうきょうきょく	koukyoukyoku
後援会	こうえんかい	kouennkai
記入欄	きにゅうらん	kinyuurann
避難所	ひなんじょ	hinannjo
岩盤浴	がんばんよく	gannbannyoku
販売機	はんばいき	hannbaiki
涙目	なみだめ	namidame
日露	にちろ	nichiro
要介護	ようかいご	youkaigo
療法士	りょうほうし	ryouhoushi
年齢層	ねんれいそう	nennreisou
紹介状	しょうかいじょう	shoukaijou
体脂肪	たいしぼう	taishibou
証拠金	しょうこきん	shoukokinn
項中	こうちゅう	koutyuu
老朽化	ろうきゅうか	roukyuuka
治療薬	ちりょうやく	chiryouyaku
透明度	とうめいど	toumeido
被災者	ひさいしゃ	hisaisha
冒険者	ぼうけんしゃ	boukennsha
飛躍的	ひやくてき	hiyakuteki
何歳	なんさい	nannsai
一粒	ひとつぶ	hitotsubu
執行部	しっこうぶ	shikkoubu
監査役	かんさやく	kannsayaku
二十歳	はたち	hatachi
連載中	れんさいちゅう	rennsaityuu
爆発的	ばくはつてき	bakuhatsuteki
抜本的	ばっぽんてき	bapponnteki
両腕	りょううで	ryouude
攻撃的	こうげきてき	kougekiteki
状況下	じょうきょうか	joukyouka
実店舗	じつてんぽ	jitsutennpo
添乗員	てんじょういん	tennjouinn
驚異的	きょういてき	kyouiteki
備考欄	びこうらん	bikourann
刺激的	しげきてき	shigekiteki
記憶力	きおくりょく	kiokuryoku
脚本家	きゃくほんか	kyakuhonnka
晩御飯	ばんごはん	banngohann
含有量	がんゆうりょう	gannyuuryou
抗酸化	こうさんか	kousannka
被災地	ひさいち	hisaichi
入浴剤	にゅうよくざい	nyuuyokuzai
奇跡的	きせきてき	kisekiteki
連絡会	れんらくかい	rennrakukai
治療費	ちりょうひ	chiryouhi
支援者	しえんしゃ	shiennsha
大冒険	だいぼうけん	daiboukenn
歌謡曲	かようきょく	kayoukyoku
花柄	はながら	hanagara
優秀賞	ゆうしゅうしょう	yuushuushou
被爆者	ひばくしゃ	hibakusha
変更点	へんこうてん	hennkoutenn
振興会	しんこうかい	shinnkoukai
連泊	れんぱく	rennpaku
執筆者	しっぴつしゃ	shippitsusha
床面積	ゆかめんせき	yukamennseki
婚約者	こんやくしゃ	konnyakusha
全般的	ぜんぱんてき	zennpannteki
殺虫剤	さっちゅうざい	sattyuuzai
破壊力	はかいりょく	hakairyoku
象徴的	しょうちょうてき	shoutyouteki
介護者	かいごしゃ	kaigosha
医療用	いりょうよう	iryouyou
美脚	びきゃく	bikyaku
透明性	とうめいせい	toumeisei
信頼度	しんらいど	shinnraido
支援法	しえんほう	shiennhou
更新日	こうしんび	koushinnbi
環状線	かんじょうせん	kannjousenn
距離感	きょりかん	kyorikann
幾何学	きかがく	kikagaku
皮膚病	ひふびょう	hifubyou
維持費	いじひ	ijihi
販売者	はんばいしゃ	hannbaisha
活性剤	かっせいざい	kasseizai
入稿	にゅうこう	nyuukou
和太鼓	わだいこ	wadaiko
派遣先	はけんさき	hakennsaki
取扱店	とりあつかいてん	toriatsukaitenn
玄関先	げんかんさき	gennkannsaki
一般道	いっぱんどう	ippanndou
普通科	ふつうか	futsuuka
慢性的	まんせいてき	mannseiteki
握手会	あくしゅかい	akushukai
熱狂的	ねっきょうてき	nekkyouteki
人為的	じんいてき	jinniteki
隣町	となりまち	tonarimachi
攻略本	こうりゃくぼん	kouryakubonn
抵抗力	ていこうりょく	teikouryoku
水溶性	すいようせい	suiyousei
育毛剤	いくもうざい	ikumouzai
被疑者	ひぎしゃ	higisha
申込者	もうしこみしゃ	moushikomisha
角煮	かくに	kakuni
抵当権	ていとうけん	teitoukenn
信頼感	しんらいかん	shinnraikann
到着日	とうちゃくび	toutyakubi
不起訴	ふきそ	fukiso
普通車	ふつうしゃ	futsuusha
応援歌	おうえんか	ouennka
戦闘中	せんとうちゅう	senntoutyuu
格闘家	かくとうか	kakutouka
即戦力	そくせんりょく	sokusennryoku
歓迎会	かんげいかい	kanngeikai
年齢的	ねんれいてき	nennreiteki
先駆者	せんくしゃ	sennkusha
販売業	はんばいぎょう	hannbaigyou
贈答用	ぞうとうよう	zoutouyou
販売所	はんばいしょ	hannbaisho
持込	もちこめ	mochikome
最後尾	さいこうび	saikoubi
贈答品	ぞうとうひん	zoutouhinn
大先輩	だいせんぱい	daisennpai
宿泊先	しゅくはくさき	shukuhakusaki
依存性	いぞんせい	izonnsei
脱衣所	だついじょ	datsuijo
恐怖心	きょうふしん	kyoufushinn
名盤	めいばん	meibann
抵抗性	ていこうせい	teikousei
半透明	はんとうめい	hanntoumei
優越感	ゆうえつかん	yuuetsukann
目撃者	もくげきしゃ	mokugekisha
本剤	ほんざい	honnzai
和柄	わがら	wagara
除草剤	じょそうざい	josouzai
警戒心	けいかいしん	keikaishinn
水彩画	すいさいが	suisaiga
更衣室	こういしつ	kouishitsu
介護職	かいごしょく	kaigoshoku
都市圏	としけん	toshikenn
薄味	うすあじ	usuaji
販売員	はんばいいん	hannbaiinn
劣等感	れっとうかん	rettoukann
爆撃機	ばくげきき	bakugekiki
鑑定士	かんていし	kannteishi
戦闘力	せんとうりょく	senntouryoku
結婚後	けっこんご	kekkonngo
宿泊客	しゅくはくきゃく	shukuhakukyaku
端部	たんぶ	tannbu
民俗学	みんぞくがく	minnzokugaku
更新料	こうしんりょう	koushinnryou
療養費	りょうようひ	ryouyouhi
大富豪	だいふごう	daifugou
疲労感	ひろうかん	hiroukann
高脂	こうし	koushi
奥深	おくふか|おくぶか	okufuka|okubuka
占用	せんよう	sennyou
違法性	いほうせい	ihousei
耐震性	たいしんせい	taishinnsei
装飾品	そうしょくひん	soushokuhinn
関西圏	かんさいけん	kannsaikenn
横幅	よこはば	yokohaba
宿泊日	しゅくはくび	shukuhakubi
床材	ゆかざい	yukazai
目一杯	めいっぱい	meippai
巨人戦	きょじんせん	kyojinnsenn
箇月	かげつ	kagetsu
